InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;customerID;Churn
Fiber optic;Yes;No;No;No;Yes;No;9529-OFXHY;No
DSL;No;No;Yes;No;No;No;9530-EHPOH;Yes
DSL;No;Yes;Yes;Yes;Yes;Yes;9530-GRMJG;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9531-NSBMR;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9534-NSXEM;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9537-JALFH;No
DSL;Yes;No;No;No;No;No;9537-VHDTA;No
Fiber optic;No;No;No;No;No;No;9540-JYROE;Yes
DSL;No;No;Yes;Yes;Yes;Yes;9541-PWTWO;No
Fiber optic;Yes;No;Yes;No;No;No;9541-ZPSEA;No
Fiber optic;No;Yes;Yes;No;No;Yes;9544-PYPSJ;No
Fiber optic;No;No;Yes;No;Yes;No;9546-CQJSU;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9546-KDTRB;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;9547-ITEFG;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9548-LERKT;No
DSL;Yes;Yes;No;Yes;Yes;Yes;9548-LIGTA;No
Fiber optic;No;Yes;Yes;Yes;No;No;9548-ZMVTX;No
Fiber optic;Yes;No;No;No;No;No;9552-TGUZV;No
DSL;Yes;Yes;Yes;Yes;Yes;Yes;9553-DLCLU;No
DSL;Yes;No;No;No;No;No;9554-DFKIC;No
DSL;Yes;Yes;No;No;No;No;9555-SAHUZ;No
Fiber optic;Yes;Yes;Yes;No;Yes;Yes;9558-IHEZX;No
Fiber optic;No;No;No;No;Yes;No;9560-ARGQJ;Yes
DSL;Yes;No;No;No;No;No;9560-BBZXK;No
DSL;No;No;No;Yes;No;No;9564-KCLHR;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9565-AXSMR;No
Fiber optic;No;Yes;No;No;Yes;No;9565-DJPIB;Yes
DSL;Yes;Yes;No;No;No;Yes;9565-FLVCG;No
Fiber optic;No;No;No;No;No;No;9565-JSNFM;Yes
Fiber optic;Yes;No;Yes;Yes;No;Yes;9570-KYEUA;No
Fiber optic;No;No;Yes;No;Yes;Yes;9571-EDEBV;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;No;9572-MTILT;Yes
DSL;No;No;No;Yes;No;No;9572-WUKSB;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9574-BOSMD;No
Fiber optic;Yes;Yes;No;No;Yes;No;9574-RKJIF;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9575-IWCAZ;No
Fiber optic;No;No;No;No;No;No;9576-ANLXO;Yes
Fiber optic;Yes;No;No;No;Yes;No;9576-SYUHJ;No
DSL;Yes;No;No;No;No;No;9577-WJVCQ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9578-FOMUK;No
DSL;No;No;Yes;No;No;Yes;9578-VRMNM;Yes
DSL;Yes;No;Yes;No;No;No;9581-GVBXT;No
Fiber optic;No;No;No;No;No;No;9584-EXCDZ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9585-KKMFD;No
Fiber optic;No;Yes;No;Yes;Yes;Yes;9586-JGQKH;No
DSL;No;No;No;No;No;No;9588-OZDMQ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9588-YRFHY;No
Fiber optic;No;Yes;No;Yes;Yes;No;9589-ABEPT;No
DSL;Yes;Yes;No;No;Yes;No;9591-YVTEB;No
DSL;Yes;No;Yes;No;Yes;Yes;9592-ERDKV;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9593-CVZKR;No
Fiber optic;No;Yes;No;No;Yes;Yes;9600-NAXZN;Yes
Fiber optic;No;No;No;No;Yes;Yes;9600-UDOPK;Yes
Fiber optic;No;No;Yes;Yes;Yes;Yes;9601-BRXPO;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9602-WCXPI;No
Fiber optic;No;No;No;No;No;No;9603-OAIHC;No
Fiber optic;No;No;No;No;No;No;9605-WGJVW;No
Fiber optic;No;No;No;No;No;Yes;9606-PBKBQ;Yes
DSL;No;Yes;No;Yes;Yes;No;9609-BENEA;No
DSL;Yes;No;No;Yes;Yes;No;9610-WCESF;No
Fiber optic;No;No;No;No;Yes;Yes;9611-CTWIH;Yes
Fiber optic;No;Yes;No;No;Yes;No;9614-RMGHA;Yes
Fiber optic;No;No;No;No;No;No;9617-INGJY;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9617-UDPEU;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9618-LFJRU;No
DSL;No;Yes;No;Yes;No;No;9619-GSATL;No
Fiber optic;No;No;No;No;No;No;9620-ENEJV;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9620-QJREV;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9621-OUPYD;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9624-EGDEQ;No
Fiber optic;Yes;Yes;Yes;No;Yes;Yes;9625-QNLUX;No
Fiber optic;No;Yes;Yes;No;No;No;9625-QSTYE;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9625-RZFUK;No
Fiber optic;No;Yes;No;No;Yes;No;9626-VFRGG;No
DSL;Yes;No;No;No;No;No;9626-WEQRM;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9629-NHXFW;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9631-RXVJM;No
DSL;No;No;No;No;No;No;9631-XEYKE;No
DSL;No;Yes;No;No;Yes;No;9633-DENPU;No
Fiber optic;No;No;No;No;No;No;9633-XQABV;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;9637-CDTKZ;No
DSL;No;No;No;Yes;No;No;9637-EIHEQ;Yes
DSL;No;No;No;No;No;No;9638-JIQYA;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9639-BUJXT;No
DSL;No;No;Yes;No;No;Yes;9640-ZSLDC;No
Fiber optic;No;Yes;No;Yes;No;No;9643-AVVWI;No
DSL;No;Yes;Yes;No;No;Yes;9643-YBLUR;No
Fiber optic;No;No;Yes;No;Yes;No;9644-KVCNC;No
DSL;Yes;No;No;No;No;No;9644-UMGQA;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9646-NMHXE;No
Fiber optic;No;No;Yes;No;Yes;Yes;9647-ERGBE;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9648-BCHKM;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9650-VBUOG;No
Fiber optic;Yes;Yes;Yes;No;Yes;Yes;9651-GTSAQ;Yes
Fiber optic;Yes;Yes;No;No;Yes;No;9658-WYUFB;Yes
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;9659-QEQSY;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;9659-ZTWSM;No
Fiber optic;Yes;No;Yes;No;Yes;Yes;9661-ACXBS;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9661-JALZV;No
DSL;No;No;No;Yes;No;No;9661-MHUMO;Yes
DSL;No;No;Yes;No;Yes;No;9667-EQRXU;Yes
DSL;No;No;No;Yes;No;No;9667-TKTVZ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9668-PUGNU;No
DSL;Yes;Yes;No;Yes;No;No;9670-BPNXF;No
DSL;Yes;No;Yes;Yes;No;No;9674-EHPPG;No
DSL;Yes;No;Yes;Yes;Yes;Yes;9675-ICXCT;No
DSL;No;Yes;Yes;Yes;Yes;Yes;9677-AVKED;No
Fiber optic;Yes;Yes;Yes;No;Yes;Yes;9680-NIAUV;No
Fiber optic;Yes;Yes;Yes;No;No;No;9681-KYGYB;No
Fiber optic;No;No;Yes;No;Yes;Yes;9681-OXGVC;Yes
Fiber optic;No;No;No;No;No;No;9685-WKZGT;Yes
Fiber optic;No;Yes;Yes;No;Yes;No;9688-YGXVR;No
Fiber optic;No;No;No;No;Yes;No;9689-PTNPG;Yes
DSL;Yes;Yes;Yes;Yes;Yes;Yes;9691-HKOVS;No
Fiber optic;Yes;No;No;No;Yes;Yes;9692-TUSXH;Yes
DSL;No;Yes;No;No;Yes;Yes;9693-XMUOB;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;9695-IDRZR;No
Fiber optic;No;No;No;No;Yes;No;9696-RMYBA;No
Fiber optic;Yes;Yes;No;No;Yes;No;9699-UBQFS;No
DSL;No;Yes;No;Yes;No;Yes;9700-ISPUP;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9700-ZCLOT;No
Fiber optic;No;No;No;No;No;No;9701-CDXHR;No
DSL;No;No;No;No;No;No;9702-AIUJO;No
Fiber optic;No;Yes;No;No;Yes;Yes;9705-IOVQQ;No
DSL;Yes;No;No;Yes;No;No;9705-ZJBCG;No
DSL;No;No;Yes;Yes;Yes;No;9708-HPXWZ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9708-KFDBY;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9710-NJERN;No
Fiber optic;Yes;Yes;No;No;Yes;Yes;9710-ZUSHQ;Yes
Fiber optic;No;Yes;Yes;Yes;No;No;9711-FJTBX;No
Fiber optic;Yes;Yes;No;Yes;No;Yes;9714-EDSUC;No
DSL;Yes;Yes;No;No;No;Yes;9715-SBVSU;No
Fiber optic;Yes;No;No;No;Yes;Yes;9715-WZCLW;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9717-IOAAF;No
Fiber optic;No;No;No;No;No;No;9717-QEBGU;No
DSL;Yes;Yes;Yes;No;No;No;9720-JJJOR;No
Fiber optic;No;No;No;No;No;No;9722-UJOJR;Yes
Fiber optic;No;No;No;No;Yes;Yes;9725-SCPZG;Yes
Fiber optic;No;No;No;No;No;No;9728-FTTVZ;Yes
DSL;Yes;No;No;Yes;Yes;No;9730-DRTMJ;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;9732-EQMWY;No
DSL;Yes;No;No;Yes;No;No;9732-KPKBW;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9732-OUYRN;No
DSL;No;No;No;No;No;No;9734-UYXQI;Yes
Fiber optic;No;No;Yes;No;Yes;Yes;9734-YWGEX;Yes
Fiber optic;No;No;Yes;Yes;No;No;9738-QLWTP;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;9739-JLPQJ;No
Fiber optic;No;No;No;Yes;No;Yes;9741-YLNTD;No
Fiber optic;Yes;Yes;No;Yes;No;No;9742-XOKTS;No
DSL;No;No;No;No;No;No;9743-DQKQW;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;9746-MDMBK;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9746-UGFAC;No
DSL;Yes;No;Yes;No;No;Yes;9746-YKGXB;No
Fiber optic;No;No;Yes;No;No;No;9747-DDZOS;Yes
DSL;Yes;No;No;No;No;No;9750-BOOHV;No
DSL;No;Yes;No;No;No;No;9752-ZNQUT;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9753-OYLBX;No
DSL;Yes;Yes;No;Yes;No;No;9754-CLVZW;No
DSL;Yes;Yes;Yes;Yes;No;No;9755-JHNMN;No
DSL;No;Yes;No;No;No;No;9758-MFWGD;No
DSL;No;Yes;No;Yes;No;Yes;9761-XUJWD;No
Fiber optic;No;Yes;No;No;No;No;9762-YAQAA;No
DSL;Yes;No;No;No;No;No;9763-GRSKD;No
Fiber optic;Yes;No;Yes;Yes;No;Yes;9763-PDTKK;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9764-REAFF;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9766-HGEDE;No
Fiber optic;No;No;No;No;No;No;9767-FFLEM;No
DSL;Yes;Yes;No;Yes;No;No;9769-TSBZE;No
Fiber optic;Yes;Yes;Yes;No;Yes;No;9770-KXGQU;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9770-LXDBK;No
Fiber optic;No;Yes;No;No;No;No;9773-PEQBZ;No
DSL;No;Yes;Yes;Yes;Yes;Yes;9774-NRNAU;No
Fiber optic;Yes;No;No;No;No;No;9776-CLUJA;Yes
Fiber optic;No;Yes;Yes;No;Yes;No;9776-OJUZI;No
Fiber optic;Yes;No;Yes;No;No;Yes;9777-IQHWP;No
Fiber optic;No;No;Yes;No;Yes;No;9777-WJJPR;No
DSL;Yes;Yes;Yes;Yes;Yes;Yes;9778-OGKQZ;No
Fiber optic;No;No;No;No;No;Yes;9779-DPNEJ;No
DSL;Yes;No;No;No;No;Yes;9780-FKVVF;No
DSL;Yes;No;Yes;Yes;No;No;9782-LGXMC;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;9786-IJYDL;No
DSL;Yes;Yes;Yes;Yes;No;No;9786-YWNHU;No
Fiber optic;No;No;No;No;No;No;9787-XVQIU;Yes
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;9788-HNGUT;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9788-YTFGE;No
Fiber optic;No;Yes;No;No;Yes;Yes;9793-WECQC;No
DSL;Yes;No;Yes;Yes;Yes;Yes;9795-NREXC;No
DSL;Yes;Yes;No;Yes;No;No;9795-SHUHB;No
DSL;No;No;No;No;No;No;9795-VOWON;No
Fiber optic;No;No;No;No;No;No;9796-BPKIW;No
DSL;Yes;No;Yes;Yes;No;No;9796-MVYXX;No
DSL;No;No;Yes;Yes;No;No;9798-DRYDS;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9798-OPFEM;No
Fiber optic;No;No;No;No;No;No;9799-CAYJJ;No
Fiber optic;No;No;No;No;No;No;9800-ONTFE;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9800-OUIGR;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;9801-GDWGV;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9801-NOSHQ;No
Fiber optic;Yes;Yes;Yes;No;Yes;Yes;9802-CAQUT;No
DSL;Yes;Yes;No;Yes;No;No;9803-FTJCG;No
Fiber optic;No;No;No;No;No;No;9804-ICWBG;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9805-FILKB;No
Fiber optic;No;No;No;No;Yes;Yes;9809-IMGCQ;Yes
Fiber optic;No;No;No;No;No;Yes;9812-GHVRI;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9814-AOUDH;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9817-APLHW;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9818-XQCUV;No
Fiber optic;No;No;No;No;No;No;9819-FBNSV;No
DSL;Yes;No;No;No;No;No;9820-RMCQV;Yes
Fiber optic;No;Yes;No;Yes;Yes;Yes;9821-BESNZ;No
Fiber optic;No;No;No;No;No;No;9821-POOTN;Yes
DSL;Yes;No;No;Yes;No;Yes;9822-BIIGN;No
DSL;No;No;No;No;No;Yes;9822-OAOVB;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;No;9822-WMWVG;No
DSL;Yes;Yes;Yes;Yes;Yes;No;9823-EALYC;No
Fiber optic;No;No;No;No;No;No;9824-BEMCV;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9824-QCJPK;No
Fiber optic;No;No;Yes;Yes;Yes;Yes;9825-YCXWZ;No
DSL;No;No;No;No;No;No;9828-AOQLM;Yes
DSL;Yes;No;No;No;No;No;9828-QHFBK;No
DSL;Yes;Yes;Yes;No;Yes;No;9830-ECLEN;No
Fiber optic;No;Yes;Yes;Yes;No;No;9831-BPFRI;Yes
Fiber optic;Yes;No;No;No;Yes;Yes;9833-TGFHX;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;9835-ZIITK;Yes
Fiber optic;No;No;No;No;Yes;No;9837-BMCLM;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9837-FWLCH;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9838-BFCQT;No
DSL;Yes;Yes;Yes;No;No;No;9839-ETQOE;No
Fiber optic;No;No;No;No;Yes;No;9840-DVNDC;Yes
Fiber optic;No;Yes;No;No;No;No;9840-EFJQB;No
DSL;Yes;Yes;Yes;No;Yes;Yes;9842-EFSYY;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;9844-FELAJ;No
Fiber optic;No;Yes;No;No;No;No;9845-PEEKO;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9845-QOMAD;No
Fiber optic;No;No;No;No;Yes;Yes;9846-GKXAS;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9847-HNVGP;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;9848-JQJTX;No
Fiber optic;No;No;No;No;No;No;9850-OWRHQ;Yes
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;9851-KIELU;Yes
Fiber optic;No;Yes;Yes;No;Yes;Yes;9851-QXEEQ;Yes
DSL;No;Yes;No;Yes;No;No;9853-JFZDU;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9860-LISIZ;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;9861-PDSZP;No
DSL;No;No;No;No;No;No;9862-KJTYK;No
DSL;No;No;No;No;Yes;No;9863-JZAIC;Yes
Fiber optic;Yes;No;Yes;Yes;Yes;Yes;9866-OCCKE;No
Fiber optic;No;No;No;No;No;Yes;9866-QEVEE;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9867-JCZSP;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9867-NNXLC;No
DSL;Yes;Yes;Yes;Yes;Yes;No;9867-XOBQA;No
DSL;Yes;No;Yes;Yes;Yes;No;9871-ELEYA;No
DSL;No;No;No;No;No;No;9873-MNDKV;No
Fiber optic;Yes;No;Yes;No;Yes;Yes;9874-QLCLH;Yes
Fiber optic;No;No;No;No;No;Yes;9878-TNQGW;Yes
DSL;No;Yes;Yes;Yes;Yes;Yes;9880-TDQAC;No
DSL;No;Yes;No;No;No;No;9881-VCZEP;No
Fiber optic;No;Yes;Yes;No;No;No;9885-AIBVB;No
Fiber optic;No;No;No;No;Yes;No;9885-CSMWE;Yes
DSL;Yes;No;No;Yes;Yes;No;9885-MFVSU;No
DSL;Yes;No;Yes;Yes;Yes;Yes;9888-ZCUMM;No
Fiber optic;Yes;No;No;Yes;Yes;Yes;9889-TMAHG;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9891-NQDBD;No
Fiber optic;No;Yes;No;No;No;No;9894-EZEWG;Yes
DSL;No;Yes;Yes;No;No;No;9894-QMIMJ;No
DSL;No;No;No;No;No;No;9895-VFOXH;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;9896-UYMIE;No
Fiber optic;No;No;No;No;No;Yes;9897-KXHCM;Yes
Fiber optic;No;No;No;No;Yes;Yes;9898-KZQDZ;Yes
Fiber optic;No;No;No;No;No;No;9903-LYSAB;No
Fiber optic;No;No;Yes;No;Yes;No;9904-EHEVJ;No
DSL;No;Yes;Yes;No;Yes;Yes;9906-NHHVC;No
DSL;No;No;No;No;No;No;9907-SWKKF;Yes
Fiber optic;Yes;No;Yes;Yes;No;Yes;9909-DFRJA;No
Fiber optic;No;Yes;No;Yes;Yes;No;9909-IDLEK;No
Fiber optic;No;Yes;Yes;No;No;Yes;9912-GVSEQ;Yes
Fiber optic;No;Yes;Yes;No;Yes;Yes;9912-OMZDS;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9916-AYHTC;No
DSL;Yes;Yes;Yes;No;Yes;No;9917-KWRBE;No
DSL;Yes;Yes;Yes;No;Yes;Yes;9919-FZDED;No
Fiber optic;No;No;No;No;Yes;Yes;9919-KNPOO;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;9919-YLNNG;No
Fiber optic;Yes;No;Yes;No;No;Yes;9921-EZKBY;No
Fiber optic;No;No;Yes;No;No;Yes;9921-QFQUL;No
Fiber optic;No;No;Yes;No;No;No;9921-ZVRHG;Yes
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;9924-JPRMC;No
DSL;No;No;Yes;No;Yes;Yes;9926-PJHDQ;No
Fiber optic;Yes;Yes;No;Yes;Yes;Yes;9927-DSWDF;No
DSL;Yes;No;Yes;Yes;No;Yes;9928-BZVLZ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9929-PLVPA;No
DSL;No;Yes;No;Yes;No;No;9931-DCEZH;No
DSL;Yes;No;No;No;No;No;9931-KGHOA;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9932-WBWIK;No
Fiber optic;Yes;No;No;Yes;Yes;Yes;9933-QRGTX;No
DSL;Yes;Yes;Yes;Yes;Yes;Yes;9938-EKRGF;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9938-PRCVK;No
Fiber optic;Yes;No;No;Yes;Yes;Yes;9938-TKDGL;No
DSL;No;Yes;No;Yes;No;Yes;9938-ZREHM;No
Fiber optic;Yes;Yes;Yes;No;No;No;9940-HPQPG;Yes
Fiber optic;No;No;Yes;No;No;No;9940-RHLFB;Yes
Fiber optic;No;No;No;No;No;No;9943-VSZUV;No
Fiber optic;No;No;No;No;No;Yes;9944-AEXBM;No
Fiber optic;No;Yes;No;No;Yes;Yes;9944-HKVVB;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9945-PSVIP;No
Fiber optic;No;Yes;No;No;No;No;9947-OTFQU;Yes
Fiber optic;Yes;Yes;No;No;No;No;9948-YPTDG;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9950-MTGYX;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9953-ZMKSM;No
DSL;No;Yes;Yes;Yes;Yes;Yes;9955-QOPOY;No
Fiber optic;No;No;Yes;No;No;No;9957-YODKZ;No
Fiber optic;Yes;Yes;Yes;Yes;No;Yes;9958-MEKUC;No
Fiber optic;Yes;No;Yes;No;Yes;Yes;9959-WOFKT;No
Fiber optic;No;No;Yes;No;Yes;Yes;9961-JBNMK;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9962-BFPDU;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9964-WBQDJ;No
Fiber optic;No;No;No;No;No;Yes;9965-YOKZB;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9967-ATRFS;No
DSL;Yes;Yes;Yes;Yes;No;No;9968-FFVVH;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9970-QBCDA;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;9971-ZWPBF;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9972-EWRJS;No
DSL;No;Yes;No;Yes;No;No;9972-NKTFD;No
Fiber optic;No;Yes;Yes;Yes;Yes;No;9972-VAFJJ;No
Fiber optic;No;Yes;No;Yes;Yes;Yes;9974-JFBHQ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9975-GPKZU;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9975-SKRNR;No
Fiber optic;No;Yes;No;No;Yes;No;9978-HYCIN;No
Fiber optic;No;Yes;No;No;Yes;Yes;9979-RGMZT;No
Fiber optic;No;No;No;No;No;No;9985-MWVIX;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;9986-BONCE;Yes
DSL;Yes;No;No;Yes;No;No;9987-LUTYD;No
Fiber optic;No;No;No;No;No;Yes;9992-RRAMN;Yes
DSL;No;Yes;No;No;No;No;9992-UJOEL;No
DSL;Yes;No;Yes;Yes;No;Yes;9993-LHIEB;No
